Date,Day,Month,Year,DayOfWeek,WeekofMonth,WeekOfYear,isWeekend,isHoliday,HolidayDesc,PolicyFlag,PCOP_SUM,PCOP_IFS,PCOP_CS,PCOP_LS,PCOP_LSS,PCOP_FS,PCOP_FSS,PCOP_SS33_55_88_CS,PCOP_SS33_55_88_FS,PCOP_SS33_55_88_FSS,PCOP_SS33_55_88_IFS,PCOP_SS33_55_88_LS,PCOP_SS33_55_88_LSS,PCOP_SS33_55_88_Sum,PCOP_SSS1_CS,PCOP_SSS1_CTS,PCOP_SSS1_FS,PCOP_SSS1_FSS,PCOP_SSS1_IFS,PCOP_SSS1_LS,PCOP_SSS1_LSS,PCOP_SSS1_Sum,PCOP_SSS2_CS,PCOP_SSS2_CTS,PCOP_SSS2_FS,PCOP_SSS2_FSS,PCOP_SSS2_IFS,PCOP_SSS2_LS,PCOP_SSS2_LSS,PCOP_SSS2_Sum,PCOP_SSS3_CS,PCOP_SSS3_CTS,PCOP_SSS3_FS,PCOP_SSS3_FSS,PCOP_SSS3_IFS,PCOP_SSS3_LS,PCOP_SSS3_LSS,PCOP_SSS3_Sum,PCOP_SSS0_CS,PCOP_SSS0_CTS,PCOP_SSS0_FS,PCOP_SSS0_FSS,PCOP_SSS0_IFS,PCOP_SSS0_LS,PCOP_SSS0_LSS,PCOP_SSS0_Sum,PCOP_SS22_CS,PCOP_SS22_CTS,PCOP_SS22_FS,PCOP_SS22_FSS,PCOP_SS22_IFS,PCOP_SS22_LS,PCOP_SS22_LSS,PCOP_SS22_Sum,PCOP_SS80_CS,PCOP_SS80_CTS,PCOP_SS80_FS,PCOP_SS80_FSS,PCOP_SS80_IFS,PCOP_SS80_LS,PCOP_SS80_LSS,PCOP_SS80_Sum,PCOP_SS60_CS,PCOP_SS60_CTS,PCOP_SS60_FS,PCOP_SS60_FSS,PCOP_SS60_IFS,PCOP_SS60_LS,PCOP_SS60_LSS,PCOP_SS60_Sum,PCOP_SS77_CS,PCOP_SS77_FS,PCOP_SS77_FSS,PCOP_SS77_IFS,PCOP_SS77_LS,PCOP_SS77_LSS,PCOP_SS77_Sum,SS22_CS,SS22_FS,SS22_FSS,SS22_IFS,SS22_LS,SS22_LSS,SS33_CS,SS33_FS,SS33_FSS,SS33_IFS,SS33_LS,SS33_LSS,SS55_CS,SS55_FS,SS55_FSS,SS55_IFS,SS55_LS,SS55_LSS,SS60_CS,SS60_FS,SS60_FSS,SS60_IFS,SS60_LS,SS60_LSS,SS77_CS,SS77_FS,SS77_FSS,SS77_IFS,SS77_LS,SS77_LSS,SS80_CS,SS80_FS,SS80_FSS,SS80_IFS,SS80_LS,SS80_LSS,SS88_CS,SS88_FS,SS88_FSS,SS88_IFS,SS88_LS,SS88_LSS,SSS0_CS,SSS0_FS,SSS0_FSS,SSS0_IFS,SSS0_LS,SSS0_LSS,SSS1_CS,SSS1_FS,SSS1_FSS,SSS1_IFS,SSS1_LS,SSS1_LSS,SSS2_CS,SSS2_FS,SSS2_FSS,SSS2_IFS,SSS2_LS,SSS2_LSS,SSS3_CS,SSS3_FS,SSS3_FSS,SSS3_IFS,SSS3_LS,SSS3_LSS,SSSA_IFS,SSSH_FSS,SSYY_CS,SSYY_FS,SSYY_FSS,SSYY_IFS,SSYY_LS,SSYY_LSS,ASBCU_SUM,ASBCU_CS,ASBCU_IFS,ASBCU_FS,ASBCU_FSS,ASBCU_LS,ASBCU_LSS,ASBCU_VL99CS,ASBCU_VL99FS,ASBCU_VL99FSS,ASBCU_VL99IFS,ASBCU_VL99LS,ASBCU_VL99LSS,ASBCU_SUM_VL99,PSBCU_SUM,PSBCU_IFS,PSBCU_CS,PSBCU_LS,PSBCU_LSS,PSBCU_FS,PSBCU_FSS,PSBCU_IFS-CS,PSBCU_FS-FSS,PSBCU_LS-LSS
2/14/2018,14,2,2018,3,3,7,0,0,,0,1439,110,122,162,162,242,641,7,13,23,6,5,13,67,122,0,242,641,110,162,162,1439,62,0,122,322,56,80,80,722,60,0,120,319,54,82,82,717,104,0,206,540,93,137,137,1217,108,0,214,562,98,142,142,1266,91,0,180,472,80,120,120,1063,104,0,206,540,93,137,137,1217,0,0,0,0,0,0,0,,1,5,1,1,2,,2,2,,,1,,1,4,3,,3,,1,3,,,,,,,,,,1,,18,,1,2,1,1,5,,,,,,1,,,,1,11,24,,7,4,2,6,14,,1,2,,2,4,,,,,,,,,,,,138,5,4,25,80,10,14,,,,,,,,,,,,,,,0,0,0
2/15/2018,15,2,2018,4,3,7,0,0,,0,1493,115,127,167,167,252,665,5,16,23,5,4,16,69,127,0,252,665,115,167,167,1493,64,0,126,330,58,82,82,742,63,0,126,335,57,85,85,751,109,0,216,561,98,141,141,1266,110,0,218,570,100,144,144,1286,94,0,186,488,83,123,123,1097,109,0,216,561,98,141,141,1266,0,0,0,0,0,0,0,,2,4,,1,,,,3,,1,,2,4,5,2,,3,,1,5,1,1,1,,,,,,,1,1,21,1,1,,,,3,,,2,,,2,,,1,4,13,32,2,4,2,,1,6,,,3,1,,6,,1,1,,,,,,,,,145,8,6,22,87,9,13,,,,,,,,,,,,,,,0,0,0
2/16/2018,16,2,2018,5,3,7,0,1,Chinese New Year,0,1522,117,129,170,170,256,680,7,18,32,5,1,16,79,129,0,256,680,117,170,170,1522,66,0,130,348,60,85,85,774,63,0,126,332,57,85,85,748,106,0,210,549,95,140,140,1240,115,0,228,601,105,150,150,1349,94,0,186,485,83,124,124,1096,106,0,210,549,95,140,140,1240,0,0,0,0,0,0,0,1,,4,,,1,1,,2,1,1,,,2,11,2,,2,,,2,,,1,,,,,,,1,1,18,,4,4,,1,7,,,3,,,,,,1,3,9,34,3,6,4,1,2,15,3,4,1,,,2,,,1,,,,,,,,,159,7,9,15,95,15,18,,,,,,,,,,,,,,,0,0,0
2/17/2018,17,2,2018,6,3,7,1,1,Chinese New Year,0,1474,113,125,165,165,248,658,8,15,26,4,5,14,72,125,0,248,658,113,165,165,1474,62,0,122,325,56,80,80,725,63,0,126,333,57,85,85,749,104,0,206,538,93,136,136,1213,109,0,216,567,99,143,143,1277,92,0,182,477,81,121,121,1074,104,0,206,538,93,136,136,1213,0,0,0,0,0,0,0,,,3,,2,1,,,2,,,,,5,6,1,1,2,,3,3,,1,2,,,,,,,1,6,22,3,3,5,,2,7,1,,1,,1,,,,,5,19,46,2,3,10,,2,12,2,,3,,,8,,,2,,,,,,,,,198,6,9,38,109,10,26,,,,,,,,,,,,,,,0,0,0
2/18/2018,18,2,2018,7,3,7,1,0,,0,1448,111,123,162,162,244,646,4,14,26,5,3,13,65,123,0,244,646,111,162,162,1448,61,0,120,320,55,79,79,714,62,0,124,326,56,83,83,734,103,0,204,533,92,135,135,1202,109,0,216,569,99,143,143,1279,91,0,180,470,80,119,119,1059,103,0,204,533,92,135,135,1202,0,0,0,0,0,0,0,1,2,6,,,3,,1,1,,,1,1,5,13,3,1,2,,1,7,,,3,,,,,,,,4,24,1,3,2,,,8,1,,2,,,1,,,,2,14,47,3,7,8,3,,11,,1,3,,,7,2,,,,,,,,,,,205,7,10,27,125,12,24,,,,,,,,,,,,,,,0,0,0
2/19/2018,19,2,2018,1,4,8,0,0,,0,1470,112,124,166,166,246,656,6,12,23,3,4,13,61,124,0,246,656,112,166,166,1470,64,0,126,337,58,84,84,753,60,0,120,319,54,82,82,717,102,0,202,532,91,136,136,1199,110,0,218,577,100,146,146,1297,90,0,178,468,79,120,120,1055,102,0,202,532,91,136,136,1199,0,0,0,0,0,0,0,1,1,4,,2,,,1,3,,,1,1,3,13,1,1,,1,,8,,,,,,,,,,,4,18,,3,1,,1,6,,1,1,,,2,,,,3,18,49,3,7,8,1,3,14,,,4,1,2,5,1,,,,,,,,,,,197,8,5,33,122,14,15,,,,,,,,,,,,,,,0,0,0
2/20/2018,20,2,2018,2,4,8,0,0,,0,1421,108,120,159,159,238,637,3,14,20,3,7,13,60,120,0,238,637,108,159,159,1421,61,0,120,324,55,79,79,718,59,0,118,313,53,80,80,703,100,0,198,521,89,132,132,1172,107,0,212,564,97,141,141,1262,88,0,174,458,77,116,116,1029,100,0,198,521,89,132,132,1172,0,0,0,0,0,0,0,,2,2,,1,,,2,4,,,,1,2,7,1,,1,,2,1,,1,,,,,,,,1,1,22,2,,1,1,2,2,,1,2,,,,,,,2,15,59,6,10,13,2,3,11,1,1,2,,,3,,,,,,,,,,,,190,7,10,29,111,14,19,,,,,,,,,,,,,,,0,0,0
2/21/2018,21,2,2018,3,4,8,0,0,,0,1429,109,121,161,161,240,637,,15,18,,4,15,52,121,0,240,637,109,161,161,1429,61,0,120,318,55,79,79,712,60,0,120,319,54,82,82,717,102,0,202,531,91,135,135,1196,107,0,212,558,97,141,141,1256,90,0,178,468,79,119,119,1053,102,0,202,531,91,135,135,1196,0,0,0,0,0,0,0,,2,3,,2,2,,1,2,,1,1,,3,7,,2,3,1,,3,,,2,,,,,,,,1,17,1,4,,,3,4,,1,2,1,,,,,,5,19,58,9,10,9,1,7,14,1,2,2,,1,4,,,1,,,,,,,,,212,8,11,37,112,22,22,,,,,,,,,,,,,,,0,0,0
2/22/2018,22,2,2018,4,4,8,0,0,,0,1478,113,125,166,166,248,660,2,15,21,2,6,10,56,125,0,248,660,113,166,166,1478,63,0,124,329,57,82,82,737,62,0,124,331,56,84,84,741,106,0,210,551,95,139,139,1240,109,0,216,569,99,144,144,1281,92,0,182,480,81,121,121,1077,106,0,210,551,95,139,139,1240,0,0,0,0,0,0,0,1,3,8,1,1,3,,1,1,,,2,3,1,4,1,2,1,1,1,1,,1,3,,,,,,,,,19,1,1,,,,2,,1,,,,,,,,7,13,49,3,6,15,1,6,7,1,1,,1,,6,1,2,2,,,,,,,,,185,14,8,25,97,15,26,1,,,,,,1,,,,,,,,0,0,0
2/23/2018,23,2,2018,5,4,8,0,0,,0,1513,116,128,169,169,254,677,5,14,23,5,,14,61,128,0,254,677,116,169,169,1513,65,0,128,344,59,84,84,764,63,0,126,333,57,85,85,749,105,0,208,546,94,139,139,1231,114,0,226,598,104,149,149,1340,93,0,184,482,82,123,123,1087,105,0,208,546,94,139,139,1231,0,0,0,0,0,0,0,1,1,3,,,1,,1,2,,3,,3,4,3,3,2,1,1,2,2,,1,,,,,,,,,2,24,1,3,2,,,9,,,2,1,,1,,,1,3,19,43,2,8,9,,,18,2,,1,,,2,,,,,,,,,,,,187,9,8,29,107,17,17,,,,,,,,,,,,,,,0,0,0
2/24/2018,24,2,2018,6,4,8,1,0,,0,1469,112,124,165,165,246,657,8,15,29,6,7,13,78,124,0,246,657,112,165,165,1469,61,0,120,323,55,80,80,719,63,0,126,334,57,85,85,750,103,0,204,537,92,136,136,1208,108,0,214,566,98,143,143,1272,91,0,180,474,80,120,120,1065,103,0,204,537,92,136,136,1208,0,0,0,0,0,0,0,,2,6,,,3,,1,3,,1,,2,5,10,3,3,,,1,2,1,1,1,,,,,,,1,1,21,2,2,,1,,5,2,,,,,1,,,,3,15,52,3,8,6,2,1,12,3,1,3,,1,5,1,2,2,,,,,,,,,201,9,15,27,117,18,15,,,,,,,,,,,,,,,0,0,0
2/25/2018,25,2,2018,7,4,8,1,0,,0,1448,111,123,162,162,244,646,7,12,24,5,8,14,70,123,0,244,646,111,162,162,1448,61,0,120,320,55,79,79,714,62,0,124,326,56,83,83,734,103,0,204,533,92,135,135,1202,109,0,216,569,99,143,143,1279,91,0,180,470,80,119,119,1059,103,0,204,533,92,135,135,1202,0,0,0,0,0,0,0,,2,4,,,1,,,3,,2,,1,5,7,2,1,4,,1,6,,,1,,,,,,,1,2,20,,2,,,2,7,,2,1,,1,2,,,,5,16,52,2,6,12,1,5,16,3,1,2,,1,3,1,1,,,,,,,,,,207,8,8,35,120,15,21,,,,,,,,,,,,,,,0,0,0
2/26/2018,26,2,2018,1,5,9,0,0,,0,1469,112,124,166,166,246,655,5,11,17,3,3,19,58,124,0,246,655,112,166,166,1469,64,0,126,337,58,84,84,753,60,0,120,318,54,82,82,716,102,0,202,531,91,136,136,1198,110,0,218,576,100,146,146,1296,90,0,178,467,79,120,120,1054,102,0,202,531,91,136,136,1198,0,0,0,0,0,0,0,,1,1,,1,2,,2,,,,2,,4,6,4,,3,,,2,1,,1,,,,,,,,4,25,,1,,,3,4,,1,,,,,,,,4,14,55,1,8,3,2,6,20,2,,3,1,1,3,,1,3,,,,,,,,,195,7,8,35,116,12,17,,,,,,,,,,,,,,,0,0,0
2/27/2018,27,2,2018,2,5,9,0,0,,0,1428,108,121,160,160,240,639,6,17,27,3,5,12,70,121,0,240,639,108,160,160,1428,62,0,122,327,55,80,80,726,59,0,118,312,53,80,80,702,100,0,198,520,89,132,132,1171,108,0,214,566,97,142,142,1269,88,0,174,457,77,116,116,1028,100,0,198,520,89,132,132,1171,0,0,0,0,0,0,0,,2,3,,,,,,3,,,,1,2,12,2,2,1,1,1,5,,1,2,,,,,,,1,2,23,,1,1,,2,4,,1,1,,,4,,,,2,7,55,3,11,11,2,,10,2,3,2,,1,5,,,2,,,,,,,,,194,7,7,17,124,19,20,,,,,,,,,,,,,,,0,0,0
2/28/2018,28,2,2018,3,5,9,0,0,,0,1438,109,122,162,162,242,641,4,15,30,6,4,12,71,122,0,242,641,109,162,162,1438,62,0,122,321,55,80,80,720,60,0,120,320,54,82,82,718,102,0,202,532,91,135,135,1197,108,0,214,562,97,142,142,1265,90,0,178,469,79,119,119,1054,102,0,202,532,91,135,135,1197,0,0,0,0,0,0,0,1,1,5,,2,2,,1,2,1,,,1,2,8,,,,,,1,,1,1,,,,,,,,,20,2,,1,,1,4,,,1,,,1,,,,5,28,52,4,7,4,1,,15,1,,3,,1,5,,,1,,,,,,,,,186,8,8,34,113,10,13,,,,,,,,,,,,,,,0,0,0
3/1/2018,1,3,2018,4,1,9,0,0,,0,1495,113,127,169,169,252,665,1,7,12,,,5,25,127,0,252,665,113,169,169,1495,65,0,128,334,57,84,84,752,62,0,124,331,56,85,85,743,106,0,210,550,95,140,140,1241,111,0,220,574,99,147,147,1298,92,0,182,479,81,122,122,1078,106,0,210,550,95,140,140,1241,0,0,0,0,0,0,0,,1,1,,1,,,,,,,1,,2,5,,1,2,,,3,,2,2,,,,,,,3,3,13,1,1,3,,,6,,,1,2,,4,,1,,6,8,46,3,9,3,3,3,17,,1,,2,2,3,,2,3,,,,,,,,,170,16,4,19,98,18,15,1,2,9,,,1,13,,,,,,,,0,0,0
3/2/2018,2,3,2018,5,1,9,0,0,,0,1529,116,129,171,171,256,686,4,8,17,6,1,7,43,129,0,256,686,116,171,171,1529,66,0,130,350,59,85,85,775,63,0,126,336,57,86,86,754,105,0,208,552,94,140,140,1239,115,0,228,604,104,151,151,1353,93,0,184,487,82,124,124,1094,105,0,208,552,94,140,140,1239,0,0,0,0,0,0,0,1,3,2,,2,1,1,1,2,1,,,1,2,5,3,1,,1,2,,1,,1,,,,,,,1,6,23,,2,1,2,2,9,,,1,2,,2,,,,7,16,42,7,8,6,,3,14,1,1,3,2,3,8,1,,,,,,,,,,,204,18,14,38,107,14,13,,,,,,,,,,,,,,,0,0,0
3/3/2018,3,3,2018,6,1,9,1,0,,0,1478,112,125,167,167,248,659,1,10,20,2,4,11,48,125,0,248,659,112,167,167,1478,62,0,122,325,55,81,81,726,63,0,126,334,57,86,86,752,103,0,204,536,92,137,137,1209,109,0,216,568,98,145,145,1281,91,0,180,473,80,121,121,1066,103,0,204,536,92,137,137,1209,0,0,0,0,0,0,0,,1,4,,2,1,1,,2,,1,,,3,6,,1,3,,1,1,,,3,,,,,,,1,2,15,1,1,2,,1,8,,,1,,,,,,,5,14,40,4,7,4,2,4,17,,3,5,2,7,19,,2,5,,,,,,,,,202,11,5,33,112,17,24,,,,,,,,,,,,,,,0,0,0
3/4/2018,4,3,2018,7,1,9,1,0,,0,1452,110,123,163,163,244,649,4,11,15,4,1,14,49,123,0,244,649,110,163,163,1452,62,0,122,325,55,80,80,724,61,0,122,324,55,83,83,728,102,0,202,533,91,135,135,1198,110,0,218,574,99,145,145,1291,90,0,178,470,79,119,119,1055,102,0,202,533,91,135,135,1198,0,0,0,0,0,0,0,,,6,,,2,,,1,,,1,1,5,6,1,,4,,1,3,1,,4,,,,,,,1,6,16,,1,1,,3,8,,,3,,2,1,,,,4,16,49,7,9,11,1,2,10,,2,1,1,,5,,,4,,,,,,,,,200,8,9,35,105,12,31,,,,,,,,,,,,,,,0,0,0
3/5/2018,5,3,2018,1,2,10,0,0,,0,1479,112,125,168,168,248,658,3,9,16,3,4,14,49,125,0,248,658,112,168,168,1479,65,0,128,339,58,85,85,760,60,0,120,319,54,83,83,719,102,0,202,531,91,137,137,1200,111,0,220,579,100,148,148,1306,90,0,178,467,79,121,121,1056,102,0,202,531,91,137,137,1200,0,0,0,0,0,0,0,,,2,1,2,2,,1,1,,,1,1,4,8,,1,4,1,4,3,1,,2,,,,,,,1,1,6,1,,1,2,3,3,,,2,,,1,,,,4,17,56,3,14,14,,2,16,1,1,4,,3,4,1,,5,,,,,,,,,205,9,8,35,100,18,35,,,3,,,1,4,,,,,,,,0,0,0
3/6/2018,6,3,2018,2,2,10,0,0,,0,1433,108,121,161,161,240,642,2,7,12,1,4,14,40,121,0,240,642,108,161,161,1433,62,0,122,329,55,80,80,728,59,0,118,313,53,81,81,705,100,0,198,523,89,133,133,1176,108,0,214,569,97,143,143,1274,88,0,174,460,77,117,117,1033,100,0,198,523,89,133,133,1176,0,0,0,0,0,0,0,,3,1,2,2,2,,1,2,,,,,3,6,,1,1,2,,,,1,2,,,,,,,,5,19,,3,3,1,2,6,,2,1,1,,,,,,6,17,40,4,7,5,1,4,7,1,3,5,1,1,3,,3,5,,,,,,,,,185,12,7,36,84,22,24,1,,,,,,1,,,,,,,,0,0,0
3/7/2018,7,3,2018,3,2,10,0,0,,0,1444,109,122,163,163,242,645,3,9,15,2,1,10,40,122,0,242,645,109,163,163,1444,62,0,122,323,55,80,80,722,60,0,120,322,54,83,83,722,102,0,202,536,91,136,136,1203,108,0,214,563,97,143,143,1268,90,0,178,473,79,120,120,1060,102,0,202,536,91,136,136,1203,0,0,0,0,0,0,0,,1,,,,3,,2,1,,,,,1,5,,2,4,,2,1,,,5,,,,,,,,2,7,,2,,2,,6,,,,,1,5,,,,8,13,28,4,6,19,3,2,14,1,4,4,2,1,7,2,1,5,,,,,,,,,176,15,7,25,74,15,40,,,,,,,,,,,,,,,0,0,0
3/8/2018,8,3,2018,4,2,10,0,0,,0,1487,113,126,168,168,250,662,1,8,12,1,1,11,34,126,0,250,662,113,168,168,1487,64,0,126,331,57,83,83,744,62,0,124,331,56,85,85,743,106,0,210,550,95,140,140,1241,110,0,218,571,99,146,146,1290,92,0,182,479,81,122,122,1078,106,0,210,550,95,140,140,1241,0,0,0,0,0,0,0,1,3,5,,1,,1,1,,,1,,,,6,2,3,2,1,,3,,1,1,,,,,,,1,,20,1,3,1,,2,4,,1,3,,,1,,,2,5,11,28,4,6,10,3,2,9,,,4,,3,3,1,3,2,,,,,,,,,165,12,8,22,79,19,25,1,,,,,,1,,,,,,,,0,0,0
3/9/2018,9,3,2018,5,2,10,0,0,,0,1528,116,129,171,171,256,685,4,10,7,1,1,12,35,129,0,256,685,116,171,171,1528,66,0,130,349,59,85,85,774,63,0,126,336,57,86,86,754,105,0,208,551,94,140,140,1238,115,0,228,603,104,151,151,1352,93,0,184,487,82,124,124,1094,105,0,208,551,94,140,140,1238,0,0,0,0,0,0,0,,3,4,,1,3,,1,1,1,,2,3,1,6,,,4,,,4,1,1,1,,,,,,,,,19,1,,4,2,2,4,,1,1,1,1,3,,,1,6,10,42,5,7,17,1,4,13,,1,3,1,1,10,,2,2,,,,,,,,,202,14,8,23,106,13,38,2,,2,,,1,5,,,,,,,,0,0,0
3/10/2018,10,3,2018,6,2,10,1,0,,0,1478,112,125,167,167,248,659,6,12,15,1,3,15,52,125,0,248,659,112,167,167,1478,62,0,122,325,55,81,81,726,63,0,126,334,57,86,86,752,103,0,204,536,92,137,137,1209,109,0,216,568,98,145,145,1281,91,0,180,473,80,121,121,1066,103,0,204,536,92,137,137,1209,0,0,0,0,0,0,0,1,3,4,1,,3,,,1,,1,,1,1,7,,1,5,1,1,3,,1,1,,,,,,,1,2,14,1,1,,3,2,7,,,2,,,1,,,,6,21,39,3,3,9,4,3,14,1,2,3,1,1,15,2,6,2,,,,,,,,,205,18,8,34,105,15,25,,,,,,,,,,,,,,,0,0,0
3/11/2018,11,3,2018,7,2,10,1,0,,0,1452,110,123,163,163,244,649,5,10,15,4,4,21,59,123,0,244,649,110,163,163,1452,62,0,122,325,55,80,80,724,61,0,122,324,55,83,83,728,102,0,202,533,91,135,135,1198,110,0,218,574,99,145,145,1291,90,0,178,470,79,119,119,1055,102,0,202,533,91,135,135,1198,0,0,0,0,0,0,0,1,1,5,,,,,,5,,,1,1,1,5,,1,3,,,3,,,2,,,,,,,2,1,9,,4,,3,,4,,,1,1,,,,,,6,13,46,3,9,7,,11,10,2,4,5,,1,7,1,,1,,,,,,,,,180,14,6,28,94,18,20,,,,,,,,,,,,,,,0,0,0
3/12/2018,12,3,2018,1,3,11,0,0,,0,1479,112,125,168,168,248,658,4,12,13,1,2,13,45,125,0,248,658,112,168,168,1479,65,0,128,339,58,85,85,760,60,0,120,319,54,83,83,719,102,0,202,531,91,137,137,1200,111,0,220,579,100,148,148,1306,90,0,178,467,79,121,121,1056,102,0,202,531,91,137,137,1200,0,0,0,0,0,0,0,1,2,2,1,1,1,,1,2,,,1,2,4,5,,1,3,,2,4,,,,,,,,,,1,3,16,,4,,1,3,2,1,,1,,,1,,,,3,21,42,4,10,20,,,12,3,,,,2,2,,,3,,,,,,,,,188,8,9,38,88,16,29,,,,,,,,,,,,,,,0,0,0
3/13/2018,13,3,2018,2,3,11,0,0,,0,1433,108,121,161,161,240,642,4,7,23,2,4,21,61,121,0,240,642,108,161,161,1433,62,0,122,329,55,80,80,728,59,0,118,313,53,81,81,705,100,0,198,523,89,133,133,1176,108,0,214,569,97,143,143,1274,88,0,174,460,77,117,117,1033,100,0,198,523,89,133,133,1176,0,0,0,0,0,0,0,2,1,3,,1,1,,,2,,,1,2,,10,1,,2,,2,1,,,,,,,,,,2,3,19,1,3,,,,7,2,1,2,,,,,,,2,10,34,3,7,9,2,8,11,2,4,2,2,,3,1,4,3,,,,,,,,,176,12,10,24,90,20,20,,,,,,,,,,,,,,,0,0,0
3/14/2018,14,3,2018,3,3,11,0,0,,0,1444,109,122,163,163,242,645,3,11,13,3,3,14,47,122,0,242,645,109,163,163,1444,62,0,122,323,55,80,80,722,60,0,120,322,54,83,83,722,102,0,202,536,91,136,136,1203,108,0,214,563,97,143,143,1268,90,0,178,473,79,120,120,1060,102,0,202,536,91,136,136,1203,0,0,0,0,0,0,0,,2,4,,,2,,,2,,,3,1,1,5,1,1,1,1,3,3,2,1,2,,,,,,,1,7,7,,2,3,2,1,6,,,2,1,,6,1,1,,4,12,51,4,8,10,2,3,9,2,2,1,3,3,4,,2,4,,,,,,,,,199,15,10,32,97,17,28,,,,,,,,,,,,,,,0,0,0
3/15/2018,15,3,2018,4,3,11,0,0,,0,1487,113,126,168,168,250,662,5,8,17,4,6,15,55,126,0,250,662,113,168,168,1487,64,0,126,331,57,83,83,744,62,0,124,331,56,85,85,743,106,0,210,550,95,140,140,1241,110,0,218,571,99,146,146,1290,92,0,182,479,81,122,122,1078,106,0,210,550,95,140,140,1241,0,0,0,0,0,0,0,,1,2,,,2,,1,1,,1,1,3,1,10,2,,4,,,3,,,3,,,,,,,1,1,26,,1,1,1,,8,,1,,,,1,,,,1,17,32,1,12,9,1,5,16,,5,2,1,4,9,,1,3,,,,,,,,,195,8,3,30,108,21,25,,,,,,,,,,,,,,,0,0,0
3/16/2018,16,3,2018,5,3,11,0,0,,0,1528,116,129,171,171,256,685,3,10,8,1,3,17,42,129,0,256,685,116,171,171,1528,66,0,130,349,59,85,85,774,63,0,126,336,57,86,86,754,105,0,208,551,94,140,140,1238,115,0,228,603,104,151,151,1352,93,0,184,487,82,124,124,1094,105,0,208,551,94,140,140,1238,0,0,0,0,0,0,0,1,3,4,,2,2,,1,,,2,1,2,3,6,1,1,3,,3,2,,1,1,,,,,,,,5,21,2,3,1,,2,4,,,,,2,4,,1,,1,20,43,2,9,11,,3,6,1,1,1,2,2,8,,2,3,,,,,,,,,199,6,6,44,98,22,23,,,,,,,,,,,,,,,0,0,0
3/17/2018,17,3,2018,6,3,11,1,0,,0,1438,108,121,163,163,240,643,4,6,19,5,5,15,54,121,0,240,643,108,163,163,1438,60,0,118,317,53,79,79,706,61,0,122,326,55,84,84,732,99,0,196,520,88,133,133,1169,105,0,208,552,94,141,141,1241,87,0,172,457,76,117,117,1026,99,0,196,520,88,133,133,1169,0,0,0,0,0,0,0,,,5,,1,2,,,1,1,,2,,3,4,3,3,2,,1,3,,3,2,,,,,,,1,1,21,1,1,3,,2,2,,,1,,,2,,,,3,17,35,5,8,13,1,3,9,,2,2,1,3,8,,5,,,,,,,,,,186,6,10,30,90,23,27,,,,,,,,,,,,,,,0,0,0
3/18/2018,18,3,2018,7,3,11,1,0,,0,1452,110,123,163,163,244,649,3,9,1,4,6,16,39,123,0,244,649,110,163,163,1452,62,0,122,325,55,80,80,724,61,0,122,324,55,83,83,728,102,0,202,533,91,135,135,1198,110,0,218,574,99,145,145,1291,90,0,178,470,79,119,119,1055,102,0,202,533,91,135,135,1198,0,0,0,0,0,0,0,1,2,4,,,,,1,1,,,3,,4,2,3,1,4,,1,5,,,2,,,,,,,1,5,27,1,1,1,2,1,1,,,2,,,,,,,4,20,50,4,9,13,1,2,16,,,2,1,2,6,,1,3,,,,,,,,,210,10,8,38,112,12,30,,,,,,,,,,,,,,,0,0,0
3/19/2018,19,3,2018,1,4,12,0,0,,0,1479,112,125,168,168,248,658,5,9,9,3,3,11,40,125,0,248,658,112,168,168,1479,65,0,128,339,58,85,85,760,60,0,120,319,54,83,83,719,102,0,202,531,91,137,137,1200,111,0,220,579,100,148,148,1306,90,0,178,467,79,121,121,1056,102,0,202,531,91,137,137,1200,0,0,0,0,0,0,0,1,3,2,,,3,2,1,,,,2,2,,10,2,1,2,,1,3,,1,4,,,,,,,3,1,19,,1,1,1,2,1,,1,3,1,1,3,,1,,3,13,44,4,17,10,1,3,12,,2,,,2,6,,,1,,,,,,,,,197,14,6,27,100,24,26,,,3,,,,3,,,,,,,,0,0,0
3/20/2018,20,3,2018,2,4,12,0,0,,0,1433,108,121,161,161,240,642,3,10,16,2,6,16,53,121,0,240,642,108,161,161,1433,62,0,122,329,55,80,80,728,59,0,118,313,53,81,81,705,100,0,198,523,89,133,133,1176,108,0,214,569,97,143,143,1274,88,0,174,460,77,117,117,1033,100,0,198,523,89,133,133,1176,0,0,0,0,0,0,0,,1,3,,1,3,,1,2,,,,2,3,4,1,1,1,1,1,3,,1,4,,,,,,,,2,13,,1,2,1,,6,,,1,,,,,,,6,21,40,3,3,11,1,2,10,,4,3,,1,9,2,1,6,,,,,,,,,182,11,6,32,90,12,31,,,,,,,,,,,,,,,0,0,0
3/21/2018,21,3,2018,3,4,12,0,0,,0,1444,109,122,163,163,242,645,2,8,10,5,4,10,39,122,0,242,645,109,163,163,1444,62,0,122,323,55,80,80,722,60,0,120,322,54,83,83,722,102,0,202,536,91,136,136,1203,108,0,214,563,97,143,143,1268,90,0,178,473,79,120,120,1060,102,0,202,536,91,136,136,1203,0,0,0,0,0,0,0,,1,,,2,1,1,1,2,,,1,1,1,4,3,1,1,,,2,,1,3,,,,,,,1,3,13,1,4,1,,1,3,1,,3,,,,,,,10,19,34,1,5,7,1,3,13,2,2,2,2,,9,,2,3,,,,,,,,,172,16,8,29,80,17,22,,,,,,,,,,,,,,,0,0,0
